2020 National Employment Matrix title,2020 National Employment Matrix code,"Employment, 2020","Employment, 2030","Employment change, 2020-30","Percent employment change, 2020-30","Median annual wage, 2020(1)"
Computer programmers,15-1251,185.7,167.3,-18.3,-9.9,89190.0
