2020 National Employment Matrix title,2020 National Employment Matrix code,"Employment, 2020","Employment, 2030","Employment share, 2020","Employment share, 2030","Employment change, 2020-30","Percent employment change, 2020-30","Employment change, 2020-30, attributable to pandemic recovery(1)","Employment change, percent, 2020-30, excluding pandemic recovery(1)","Median annual wage, 2020(2)"
Computer and mathematical occupations,15-0000,5225.0,5959.9,3.4,3.6,734.9,14.1,,14.1,91350.0
