2020 National Employment Matrix title,2020 National Employment Matrix code,"Employment, 2020","Employment, 2030","Employment change, 2020-30","Percent employment change, 2020-30","Median annual wage, 2020(1)"
"Data scientists and mathematical science occupations, all other",15-2098,63.2,83.0,19.8,31.4,98230
